wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
207906,0,0,0,0,0,0,1,24.72783885277728,0,0,0,1,0,0,0,0,Positive
207910,2,23.61208952586856,0,0,0,0,1,20.720762706728294,1,23.55498726370609,1,1,0,0,0,0,Positive
207912,0,0,0,0,0,0,1,21.929289007833468,0,0,0,1,0,0,0,0,Positive
207915,7,31.030924294626352,0,0,0,0,5,30.624811456383103,2,29.933606208922594,0,1,0,0,0,0,Positive
207918,0,0,0,0,1,17.034386382832476,1,17.034386382832476,0,0,0,1,0,0,1,0,Positive
207922,0,0,0,0,0,0,1,18.96476529275376,0,0,0,1,0,0,0,0,Positive
207923,0,0,0,0,1,16.11809565095832,1,16.11809565095832,0,0,0,1,0,0,1,0,Positive
207925,0,0,0,0,1,16.84080163375981,1,16.84080163375981,0,0,0,1,0,0,1,0,Positive
207927,0,0,0,0,2,18.98891097225089,2,18.98891097225089,0,0,0,0,0,0,0,0,Positive
207930,3,21.712546955107783,0,0,0,0,2,21.247580078892955,1,20.72326632494629,1,0,0,0,0,0,Positive
207932,0,0,0,0,0,0,1,20.925110575949653,0,0,0,1,0,0,0,0,Positive
207933,2,30.001847864984548,0,0,0,0,1,29.3087006844246,1,29.3087006844246,1,1,0,0,0,0,Negative
207936,32,22.439539877506554,0,0,25,19.963060128564226,7,22.351758885610135,25,19.963060128564226,0,0,0,0,0,0,Positive
207939,0,0,0,0,0,0,1,23.617703689065856,0,0,0,1,0,0,0,0,Positive
207940,2,26.984827611219494,0,0,0,0,1,26.291680755068054,1,26.291680106250936,1,1,0,0,0,0,Positive
207941,3,23.584370894823913,0,0,0,0,2,23.16387222783783,1,22.515164229857458,1,0,0,0,0,0,Positive
207945,0,0,0,0,1,16.11809565095832,2,25.328436022934504,0,0,0,0,0,0,0,0,Positive
207946,0,0,0,0,1,17.312018119430753,1,17.312018119430753,0,0,0,1,0,0,1,0,Positive
207947,0,0,0,0,0,0,1,20.804147729636455,0,0,0,1,0,0,0,0,Positive
207948,0,0,0,0,0,0,6,24.414404704736814,0,0,0,0,0,0,0,0,Positive
207949,0,0,0,0,0,0,1,18.66754082188389,0,0,0,1,0,0,0,0,Positive
207950,0,0,0,0,0,0,1,21.388527814016822,0,0,0,1,0,0,0,0,Positive
207951,0,0,0,0,0,0,1,21.474681925630332,0,0,0,1,0,0,0,0,Positive
207952,3,24.33116387766125,0,0,1,18.420680743952367,1,24.30934907593845,2,20.49510974380866,0,1,0,0,0,0,Positive
207953,0,0,0,0,0,0,1,22.18188085964593,0,0,0,1,0,0,0,0,Positive
207955,0,0,0,0,1,18.420680743952367,1,18.420680743952367,0,0,0,1,0,0,1,0,Positive
207956,7,21.070643788066196,0,0,1,18.40594976388397,1,19.76125879352355,6,20.755952155058136,0,1,0,0,0,0,Positive
207957,0,0,0,0,0,0,1,24.362397380898607,0,0,0,1,0,0,0,0,Positive
207960,2,21.416413017506358,0,0,0,0,1,20.72326583694641,1,20.72326583694641,1,1,0,0,0,0,Positive
207961,2,19.163980474498302,0,0,0,0,1,18.47083329393836,1,18.47083329393836,1,1,0,0,0,0,Positive
207963,0,0,0,0,0,0,6,21.821853170969824,0,0,0,0,0,0,0,0,Positive
207965,0,0,0,0,0,0,1,21.421459754280246,0,0,0,1,0,0,0,0,Positive
207966,0,0,0,0,0,0,1,20.72326583694641,0,0,0,1,0,0,0,0,Positive
207967,0,0,0,0,0,0,1,19.667959010358565,0,0,0,1,0,0,0,0,Positive
207968,4,22.001418039446598,0,0,0,0,1,21.253894088008582,3,21.35984266601796,0,1,0,0,0,0,Positive
207969,0,0,0,0,0,0,2,22.428013929184836,0,0,0,0,0,0,0,0,Positive
207970,0,0,0,0,0,0,1,19.89085658905296,0,0,0,1,0,0,0,0,Positive
207971,0,0,0,0,0,0,1,19.99691763996831,0,0,0,1,0,0,0,0,Positive
207972,0,0,0,0,0,0,1,20.411536943336078,0,0,0,1,0,0,0,0,Positive
207974,0,0,0,0,1,17.7667542765457,1,17.7667542765457,0,0,0,1,0,0,1,0,Positive
207975,0,0,0,0,0,0,2,20.976806960965945,0,0,0,0,0,0,0,0,Positive
207977,0,0,0,0,0,0,1,23.025855930927953,0,0,0,1,0,0,0,0,Positive
207978,0,0,0,0,0,0,1,21.83409797421242,0,0,0,1,0,0,0,0,Positive
207979,0,0,0,0,0,0,1,21.12901947342626,0,0,0,1,0,0,0,0,Positive
207981,2,12.857097507347978,0,0,2,12.857097507347978,1,12.163947719229503,1,12.163952934339763,1,1,0,0,1,1,Positive
207982,5,24.394388608304556,0,0,1,17.034386382832476,1,17.034386382832476,4,24.393752208801647,0,1,0,0,1,0,Positive
207983,0,0,0,0,0,0,1,21.061732421390428,0,0,0,1,0,0,0,0,Positive
